Brand,Price,Launch Year,OS,CPU,CPU Architecture,RAM,Display Type,Screen Size,Screen to Body Ratio,Touch Screen,Height,Width,Thickness,Weight,Material,Camera Setup,Camera Autofocus,Camera Flash,Image Resolution,Capacity,Battery Type,Removable Battery,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,SIM Slot(s),Network Support,VoLTE,Wi-Fi,Bluetooth,GPS,NFC,FM Radio,Loudspeaker,Fingerprint Sensor,Waterproof,Wireless Charging,Heart Rate Monitor,Volume
Other,12334.0,2021,Android,Octa core,64 bit,6 GB,IPS LCD,6.6,83.7,Yes,164.9,76.2,8.8,,Plastic,Single,Yes,Yes,48000000.0,5000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,110575.34400000001
Other,8489.0,2020,Android,Octa core,,3 GB,IPS LCD,6.2,,Yes,,,,,Other,Single,Yes,Yes,12780288.0,4000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,
Other,5999.0,2019,Android,Octa core,,2 GB,IPS LCD,5.45,76.84,Yes,141.0,69.0,9.0,120.0,Other,Single,No,Yes,5038848.0,2200.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,87561.0
Other,15999.0,2019,Android,Octa core,64 bit,6 GB,IPS LCD,6.3,83.56,Yes,156.8,74.2,8.3,172.0,Other,Single,Yes,Yes,15989824.0,4045.0,Li-ion,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,96566.84800000001
Other,15990.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.65,Yes,162.4,77.1,8.0,173.0,Plastic,Dual,Yes,Yes,12780288.0,4000.0,Li-Polymer,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,100168.31999999999
Other,13990.0,2018,Android,Octa core,64 bit,4 GB,Other,5.7,76.21,Yes,150.5,73.1,7.7,143.0,Aluminium,Single,Yes,Yes,12780288.0,3180.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,84711.935
Other,12722.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.93,77.01,Yes,156.5,75.3,7.6,165.0,Metal,Single,Yes,Yes,15989824.0,3340.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,89561.81999999999
Other,27990.0,2020,Android,Octa core,64 bit,8 GB,Other,6.44,83.66,Yes,161.3,74.2,7.3,171.0,Other,Single,Yes,Yes,63000000.0,4000.0,Li-ion,No,Yes,Yes,256 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,87369.758
Other,17990.0,2019,Android,Octa core,64 bit,6 GB,Other,6.38,83.12,Yes,159.5,75.2,8.1,179.0,Plastic,Single,Yes,Yes,15989824.0,4500.0,Li-Polymer,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,97154.64
Other,9229.0,2018,Android,Octa core,64 bit,3 GB,IPS LCD,5.99,74.64,Yes,160.7,77.2,8.1,170.0,Plastic,Single,Yes,Yes,12000000.0,3080.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,100488.92399999998
Samsung,29990.0,2018,Android,Octa core,64 bit,6 GB,Other,6.0,75.82,Yes,159.9,75.7,8.3,191.0,Other,Dual,No,No,15989824.0,3500.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,100466.76900000001
Other,9792.0,2021,Android,Octa core,,3 GB,IPS LCD,6.5,81.36,Yes,165.4,75.8,9.5,204.0,Other,Single,Yes,Yes,7990272.0,4950.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,119104.54
Other,6275.0,2021,Android,Octa core,,4 GB,IPS LCD,5.5,71.89,Yes,153.7,75.3,7.9,,Other,Single,Yes,Yes,7990272.0,2500.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,91431.519
Other,22990.0,2020,Android,Octa core,64 bit,8 GB,Other,6.44,83.66,Yes,161.3,74.2,7.38,171.0,Glass,Single,Yes,Yes,63000000.0,4000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,88327.2348
Other,14195.0,2019,Android,Octa core,64 bit,6 GB,IPS LCD,6.3,81.21,Yes,159.2,75.2,8.1,186.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,96971.904
Other,12500.0,2018,Android,Octa core,64 bit,3 GB,IPS LCD,5.84,79.07,Yes,149.2,71.8,7.7,152.0,Glass,Single,Yes,Yes,12780288.0,3000.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,82486.712
Other,15599.0,2018,Android,Octa core,64 bit,4 GB,IPS LCD,5.99,76.62,Yes,159.0,76.0,8.4,180.0,Aluminium,Single,Yes,Yes,12780288.0,5000.0,Li-ion,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,101505.6
Other,7299.0,2021,Android,Quad core,,2 GB,Other,6.52,81.23,Yes,165.6,76.3,9.1,193.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,114981.04799999998
Other,12990.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,81.57,Yes,165.2,75.7,9.1,200.0,Plastic,Single,Yes,Yes,48000000.0,5000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,113801.324
Other,10500.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,71.36,Yes,153.0,76.2,7.7,153.0,Metal,Single,Yes,Yes,12780288.0,3080.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,89771.22
Other,10999.0,2021,Android,Octa core,,4 GB,IPS LCD,6.52,80.93,Yes,166.2,76.3,8.4,173.0,Other,Single,Yes,Yes,12780288.0,4000.0,Li-Polymer,No,No,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,106520.904
Other,7190.0,2021,Android,Octa core,64 bit,2 GB,IPS LCD,6.51,82.06,Yes,164.5,75.8,9.0,190.0,Other,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,No,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,112221.90000000001
Other,15000.0,2019,Android,Octa core,64 bit,6 GB,IPS LCD,6.53,84.23,Yes,162.15,76.47,8.89,193.0,Plastic,Single,Yes,Yes,15989824.0,5000.0,Li-ion,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,110232.53734500002
Other,6999.0,2021,Android,Octa core,,2 GB,IPS LCD,6.6,83.69,Yes,164.7,76.3,8.3,,Other,Single,Yes,Yes,12780288.0,4000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,104302.863
Samsung,15480.0,2020,Android,Octa core,64 bit,6 GB,Other,6.5,82.75,Yes,163.7,75.3,8.9,192.0,Plastic,Single,No,No,48000000.0,5000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,109706.829
Other,15999.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.5,84.13,Yes,162.1,74.8,8.9,191.0,Plastic,Single,Yes,Yes,48000000.0,4300.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,107913.212
Samsung,17889.0,2018,Android,Octa core,,4 GB,Other,5.5,70.21,Yes,153.5,77.2,8.2,174.0,Other,Single,No,Yes,12780288.0,3000.0,Li-ion,Yes,No,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,97171.64
Other,13900.0,2017,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,71.09,Yes,154.6,75.7,7.7,162.0,Aluminium,Single,Yes,Yes,12780288.0,3000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,90114.794
Other,59990.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,72.76,Yes,156.0,77.0,7.9,191.0,Glass,Single,Yes,No,17500000.0,3230.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,94894.8
Other,16990.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,71.65,Yes,153.8,75.5,7.5,154.0,Metal,Single,Yes,Yes,12780288.0,3000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,87089.25000000001
Other,12999.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.52,82.2,Yes,164.5,75.9,9.8,209.0,Plastic,Single,Yes,Yes,12780288.0,6000.0,Li-ion,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,122358.39000000001
Other,20998.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.67,84.73,Yes,165.5,76.6,8.8,209.0,Glass,Single,Yes,Yes,63000000.0,5020.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,111560.24
Samsung,13999.0,2021,Android,Octa core,64 bit,4 GB,Other,6.5,82.06,Yes,164.0,75.8,8.8,205.0,Other,Single,No,No,48000000.0,5000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,109394.56
Other,8299.0,2020,Android,Octa core,64 bit,3 GB,IPS LCD,6.22,81.48,Yes,156.4,75.4,9.4,188.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,110850.06400000001
Apple,121300.0,2019,iOS,Quad core,64 bit,4 GB,Other,5.8,80.14,Yes,144.0,71.4,8.1,188.0,Glass,Single,Yes,Yes,12000000.0,3046.0,Li-ion,No,Yes,No,256 GB,No,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,83280.96
Other,10500.0,2019,Android,Octa core,64 bit,3 GB,IPS LCD,6.22,82.6,Yes,155.1,75.0,8.2,163.0,Plastic,Single,Yes,Yes,12780288.0,4030.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,95386.49999999999
Samsung,8490.0,2015,Android,Quad core,64 bit,1.5 GB,Other,5.5,70.72,Yes,151.8,77.5,8.2,171.0,Other,Single,No,No,12780288.0,3000.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,96468.9
Other,8499.0,2021,Android,Octa core,,3 GB,IPS LCD,6.52,81.94,Yes,164.8,76.0,9.5,,Other,Single,Yes,Yes,15989824.0,6000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,118985.6
Other,15999.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.53,82.32,Yes,163.3,77.7,9.0,203.0,Plastic,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,No,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,114195.69000000002
Other,8789.0,2019,Android,Octa core,64 bit,3 GB,IPS LCD,6.22,81.48,Yes,156.4,75.4,9.4,188.0,Plastic,Single,Yes,Yes,12000000.0,5000.0,Li-Polymer,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,110850.06400000001
Other,9999.0,2019,Android,Octa core,64 bit,3 GB,IPS LCD,6.26,76.93,Yes,162.7,78.8,8.5,172.0,Plastic,Single,Yes,Yes,12000000.0,4000.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,108976.45999999999
Other,11000.0,2018,Android,Octa core,64 bit,4 GB,IPS LCD,6.22,82.33,Yes,155.2,75.2,7.7,152.0,Plastic,Single,Yes,Yes,12780288.0,3260.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,89867.008
Other,14995.0,2018,Android,Octa core,64 bit,3 GB,Other,5.7,76.21,Yes,150.5,73.1,7.7,143.0,Aluminium,Single,Yes,Yes,12780288.0,3180.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,84711.935
Other,15000.0,2017,Android,Octa core,,3 GB,IPS LCD,5.5,71.65,Yes,153.8,75.5,7.6,155.0,Other,Single,Yes,Yes,12780288.0,3000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,88250.44
Other,4462.0,2020,Android,Quad core,,2 GB,Other,5.45,,Yes,,,,,Other,Single,Yes,Yes,7990272.0,4000.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,
Other,25250.0,2021,Android,Octa core,64 bit,4 GB,IPS LCD,5.71,62.71,Yes,161.0,80.2,18.3,340.0,Other,Single,Yes,Yes,15989824.0,10050.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,236293.26
Other,4299.0,2020,Android,Quad core,,2 GB,Other,5.5,,Yes,,,,,Other,Single,No,Yes,5038848.0,2800.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,
Other,22999.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.15,84.51,Yes,152.9,72.7,7.4,159.0,Other,Single,Yes,Yes,20982784.0,3340.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,82257.14200000002
Other,4699.0,2018,Android,Quad core,,1 GB,IPS LCD,5.0,64.96,Yes,145.0,73.0,9.75,,Plastic,Single,No,Yes,1920000.0,2050.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,103203.75
Other,5732.0,2021,Android,Quad core,,2 GB,IPS LCD,5.7,75.41,Yes,148.0,72.3,9.9,,Other,Single,No,Yes,5038848.0,3020.0,Li-ion,Yes,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,105933.96
Other,9999.0,2020,Android,Octa core,64 bit,3 GB,IPS LCD,6.5,80.61,Yes,165.85,76.3,8.69,189.0,Other,Single,Yes,Yes,12780288.0,4500.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,109966.34494999998
Other,6200.0,2020,Android,Quad core,,2 GB,IPS LCD,6.1,,Yes,,,,,Other,Single,No,Yes,5038848.0,3000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,
Other,13490.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.5,82.73,Yes,164.4,75.0,9.0,195.0,Plastic,Single,Yes,Yes,12000000.0,5000.0,Li-ion,No,No,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,110970.0
Samsung,12499.0,2019,Android,Octa core,64 bit,4 GB,Other,6.5,81.77,Yes,163.3,77.5,8.0,183.0,Plastic,Single,No,No,12780288.0,4000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,101246.0
Other,11980.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.3,81.21,Yes,159.2,75.2,8.1,186.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,96971.904
Samsung,17490.0,2019,Android,Octa core,64 bit,6 GB,Other,6.4,84.97,Yes,158.5,74.5,7.7,166.0,Plastic,Single,No,No,20982784.0,4000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,90923.52500000001
Other,8950.0,2018,Android,Octa core,64 bit,4 GB,IPS LCD,6.19,80.45,Yes,157.2,76.25,8.05,,Metal,Single,Yes,Yes,12780288.0,4000.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,96491.32500000001
Other,11390.0,2018,Android,Octa core,64 bit,4 GB,IPS LCD,5.99,77.48,Yes,158.5,75.4,8.0,180.0,Metal,Single,Yes,Yes,12000000.0,4000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,95607.20000000001
Other,12500.0,2017,Android,Octa core,64 bit,3 GB,IPS LCD,5.2,68.04,Yes,148.1,73.8,7.6,137.0,Other,Single,No,Yes,12780288.0,3010.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,83066.328
Other,13000.0,2016,Android,Octa core,64 bit,2 GB,IPS LCD,5.2,68.98,Yes,147.9,72.9,7.5,142.0,Other,Single,No,No,7990272.0,2650.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,80864.32500000001
Other,9490.0,2019,Android,Octa core,64 bit,3 GB,IPS LCD,6.2,81.22,Yes,155.9,75.4,8.2,170.0,Plastic,Single,Yes,Yes,12780288.0,4230.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,96389.852
Other,14490.0,2018,Android,Octa core,64 bit,6 GB,IPS LCD,6.26,80.68,Yes,157.9,76.4,8.2,182.0,Aluminium,Dual,Yes,Yes,12000000.0,4000.0,Li-Polymer,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,98921.192
Other,39500.0,2021,Android,Octa core,64 bit,8 GB,IPS LCD,6.81,71.45,Yes,183.7,85.3,20.8,,Other,Single,Yes,Yes,48000000.0,,Li-Polymer,No,Yes,Yes,256 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,325927.888
Other,20999.0,2020,Android,Octa core,64 bit,8 GB,IPS LCD,6.67,84.83,Yes,165.3,76.6,8.7,208.0,Glass,Dual,Yes,Yes,63000000.0,4500.0,Li-Polymer,No,Yes,Yes,256 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,110159.22599999998
Samsung,41999.0,2020,Android,Octa core,64 bit,8 GB,Other,6.7,87.0,Yes,163.7,76.1,8.7,199.0,Glass,Single,No,No,12000000.0,4500.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,108380.85899999997
Other,9800.0,2018,Android,Quad core,,2 GB,IPS LCD,6.22,82.66,Yes,155.0,75.0,7.7,143.0,Plastic,Single,Yes,Yes,12780288.0,3260.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,89512.5
Other,18950.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,73.73,Yes,152.5,74.0,7.2,158.0,Metal,Dual,Yes,Yes,15989824.0,3055.0,Li-Polymer,No,Yes,No,64 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,81252.0
Other,17429.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.0,67.44,Yes,143.6,71.0,7.5,138.0,Other,Single,No,No,12780288.0,2550.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,76467.0
Other,3823.0,2021,Android,Quad core,,1 GB,Other,5.0,63.99,Yes,145.4,73.9,9.8,156.0,Other,Single,No,Yes,1920000.0,2400.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,105301.58800000002
Other,12490.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.67,84.55,Yes,165.2,76.9,8.9,196.0,Other,Single,Yes,Yes,48000000.0,5000.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,113064.53199999999
Other,18780.0,2020,Android,Octa core,64 bit,6 GB,IPS LCD,6.67,84.83,Yes,165.3,76.6,8.7,208.0,Glass,Dual,Yes,Yes,63000000.0,4500.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,110159.22599999998
Other,11490.0,2019,Android,Octa core,64 bit,4 GB,IPS LCD,6.2,81.22,Yes,155.9,75.4,8.2,170.0,Plastic,Single,Yes,Yes,12780288.0,4230.0,Li-ion,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,96389.852
Other,3999.0,2019,Android,Quad core,,2 GB,IPS LCD,5.45,,Yes,,,,,Other,Single,No,Yes,5038848.0,2500.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,
Other,26999.0,2019,Android,Octa core,64 bit,6 GB,Other,6.5,84.31,Yes,161.3,76.1,8.8,190.0,Plastic,Single,Yes,Yes,48000000.0,4000.0,Li-Polymer,No,Yes,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,108019.384
Other,9990.0,2018,Android,Octa core,64 bit,3 GB,IPS LCD,6.2,80.85,Yes,156.2,75.6,8.2,168.0,Plastic,Single,Yes,Yes,12780288.0,4230.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,96831.50399999997
Other,7007.0,2017,Android,Quad core,32 bit,1 GB,Other,5.0,67.2,Yes,143.5,71.3,9.3,,Plastic,Single,No,Yes,7990272.0,4100.0,Li-ion,No,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,95153.415
Apple,84900.0,2017,iOS,Quad core,64 bit,3 GB,IPS LCD,5.5,67.25,Yes,158.4,78.1,7.5,202.0,Glass,Single,Yes,Yes,11943936.0,2675.0,Li-ion,No,Yes,No,256 GB,No,Single,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,92782.79999999999
Other,7100.0,2017,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,71.27,Yes,152.6,76.5,8.1,,Metal,Single,No,Yes,15989824.0,3930.0,Li-ion,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,94558.59
Other,12100.0,2017,Android,Quad core,,3 GB,Other,5.2,68.98,Yes,147.9,72.9,7.5,142.0,Metal,Single,Yes,Yes,12780288.0,2730.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,80864.32500000001
Other,12999.0,2016,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,73.03,Yes,151.3,75.3,7.8,163.0,Metal,Single,No,No,15989824.0,3050.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,88864.542
Other,11989.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.53,81.08,Yes,164.9,77.0,9.0,194.0,Plastic,Single,Yes,Yes,12780288.0,5000.0,Li-Polymer,No,No,No,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,114275.70000000001
Other,6299.0,2020,Android,Quad core,64 bit,2 GB,Other,6.52,81.22,Yes,166.7,75.8,8.4,181.0,Plastic,Single,Yes,Yes,7990272.0,4000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,106141.22399999999
Samsung,54999.0,2018,Android,Octa core,64 bit,8 GB,Other,6.4,84.42,Yes,161.9,76.4,8.8,201.0,Glass,Single,Yes,Yes,12000000.0,4000.0,Li-ion,No,Yes,Yes,512 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,108848.60800000002
Other,15999.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.67,84.62,Yes,165.7,76.6,8.8,209.0,Glass,Single,Yes,Yes,48000000.0,5020.0,Li-Polymer,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,111695.056
Other,10999.0,2020,Android,Octa core,64 bit,4 GB,IPS LCD,6.6,83.69,Yes,164.7,76.3,8.7,192.0,Other,Single,Yes,Yes,15989824.0,5000.0,Li-Polymer,No,No,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,109329.50699999998
Other,19490.0,2020,Android,Octa core,64 bit,6 GB,Other,6.59,84.48,Yes,163.1,77.2,8.8,206.0,Glass,Single,Yes,Yes,48000000.0,4000.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,110803.61600000001
Other,17290.0,2020,Android,Octa core,64 bit,8 GB,IPS LCD,6.5,84.13,Yes,162.1,74.8,8.9,191.0,Plastic,Single,Yes,Yes,63000000.0,4300.0,Li-ion,No,Yes,Yes,128 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,107913.212
